sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
12468,46,Spain,silver,6,New York,4,1,1,2,True,Relaxation,1405.04,7,820.3910867838993,265.6285503221045
12469,62,Italy,standard,3,Rome,12,2,6,4,False,Cultural,1943.8649999999998,6,1302.2557614210496,292.63761984633624
12470,51,France,gold,3,Cape Town,6,2,7,1,False,Relaxation,1878.464,6,897.0305564908199,389.00167665279673
12471,62,Canada,standard,6,Cairo,7,1,1,12,False,Cultural,967.2,7,891.6329348732031,288.6204852506038
12472,24,Germany,silver,3,Tokyo,5,2,1,2,False,Relaxation,1427.4,6,1217.0235641289937,492.6182043463893
12473,44,Germany,standard,6,Rome,9,4,2,1,False,Adventure,1706.4,6,1395.4822227896375,62.82263859946407
12474,42,UK,standard,2,Rome,6,4,12,2,False,Cultural,1660.6799999999998,7,1277.1765055997273,300.398515144759
12475,45,Italy,gold,8,Rio,5,1,12,3,False,Cultural,1065.12,8,508.80159276658014,151.99189292382567
12476,60,France,gold,5,Sydney,6,5,6,1,True,Relaxation,3758.2999999999997,7,2240.162788532789,1299.554269184698
12477,36,Spain,gold,7,Paris,2,4,2,9,False,Adventure,958.23,7,505.32075943612284,172.2458895556906
12478,33,Italy,gold,3,Rome,2,2,1,5,False,Adventure,340.20000000000005,6,-114.66969390821714,36.676660043123746
12479,48,Italy,standard,5,Rio,9,4,2,6,True,Relaxation,2073.1200000000003,7,1165.4995952399772,446.98107458923243
12480,18,Italy,standard,3,Sydney,3,3,1,1,False,Relaxation,1007.5,6,552.3894667864513,296.5598755073037
12481,36,Italy,standard,2,Paris,9,3,1,2,False,Cultural,2038.1399999999999,6,1720.1970571234338,142.04602387363803
12482,37,Spain,standard,4,Cairo,2,3,12,2,False,Adventure,619.9200000000001,6,618.2620208382622,18.082408928431747
12483,26,Italy,silver,5,Cape Town,11,5,2,3,False,Cultural,1828.0,7,1299.6642980319275,465.11944014244096
12484,55,Italy,silver,6,Cairo,2,5,6,9,False,Adventure,847.728,5,682.5523232924116,169.15724871168723
12485,24,France,silver,0,Tokyo,4,4,2,3,True,Adventure,1000.9999999999999,5,1255.9970146477494,173.82039218003635
12486,37,USA,silver,2,Paris,5,2,6,8,False,Cultural,1992.9,7,1476.7310537059643,231.89183406631295
12487,44,Italy,standard,1,Cape Town,2,2,1,1,False,Relaxation,648.48,5,29.739349508731266,113.21722341782524
12488,60,Germany,standard,5,Cairo,12,2,7,3,True,Cultural,2129.904,6,1758.707254691358,295.68168090062153
12489,39,Australia,silver,2,Cairo,3,2,1,1,True,Relaxation,578.4,7,410.62806480919505,20.961165195595697
12490,54,Italy,gold,6,Paris,5,2,1,4,False,Cultural,1242.5400000000002,6,898.6371297075079,188.9013971231342
12491,50,UK,standard,5,New York,5,2,12,3,False,Cultural,1869.14,6,1588.08503029867,217.8260020601066
12492,41,Germany,standard,3,Cape Town,1,2,7,15,False,Cultural,492.8,6,189.21675038786697,134.81837231497246
12493,23,UK,gold,7,Tokyo,4,3,6,2,False,Cultural,1772.6799999999998,6,1432.5372204199646,300.13066586417176
12494,18,Spain,gold,6,Rome,5,4,2,1,False,Adventure,739.62,7,433.7181626488766,159.60223150467658
12495,41,USA,silver,1,Cape Town,3,1,2,3,False,Cultural,507.20000000000005,7,158.42856663148643,62.687885724478825
12496,31,Germany,standard,3,Sydney,7,1,7,9,True,Cultural,2169.44,7,1827.5535863655373,452.0068431493547
12497,53,UK,silver,1,Cairo,9,3,6,1,False,Relaxation,2506.2911999999997,6,1505.8166175297442,745.1229100197978
12498,51,Italy,standard,5,Rio,6,1,2,1,False,Adventure,896.8000000000001,6,362.53889245078983,56.48996537963714
12499,37,Australia,gold,6,Sydney,9,2,1,1,False,Adventure,1382.0625,7,981.45285258333,167.00840975803675
12500,22,Spain,standard,3,New York,13,2,1,4,False,Cultural,2795.0,5,2584.29526913777,268.2805124587524
12501,47,Italy,standard,2,Tokyo,8,3,8,2,False,Adventure,2993.9,7,2624.866688960397,435.99044696655324
12502,24,Germany,standard,4,Rome,1,2,7,2,False,Cultural,580.86,6,131.12628184718108,83.96768082624158
12503,28,USA,silver,4,Tokyo,5,1,12,12,True,Relaxation,1801.8,7,1689.4766624217,558.2941518248869
12504,25,Canada,silver,4,Rome,4,3,2,3,False,Cultural,1001.0,6,615.579625733744,186.5752712291675
12505,37,Canada,silver,2,Paris,8,3,7,1,False,Cultural,2941.1199999999994,7,2271.418916122915,250.1204444352008
12506,57,UK,standard,3,Cairo,4,2,12,1,True,Relaxation,1192.4640000000002,5,622.9172993421437,372.24111191415193
12507,39,Germany,standard,3,Rio,6,3,6,2,False,Relaxation,1485.12,6,1009.740787899743,373.44769052574304
12508,33,Germany,gold,5,Cairo,9,3,1,6,False,Relaxation,1197.3600000000001,7,992.511232970162,395.12593708985713
12509,18,Spain,standard,1,Paris,2,2,7,1,False,Cultural,940.2119999999999,6,418.5310607485293,160.80459405149372
12510,48,Spain,gold,7,New York,25,2,7,2,False,Adventure,7372.82,8,7253.292636507553,1468.264625521007
12511,28,USA,standard,2,Rome,12,1,12,1,False,Adventure,2840.6,6,2407.7655763614807,639.7673242850595
12512,41,Canada,standard,2,Cairo,1,1,2,3,False,Cultural,283.2,6,218.89109649343135,42.63833779457538
12513,34,Italy,silver,7,New York,4,3,2,11,False,Cultural,1358.5,6,1047.7255514353385,140.7448165067815
12514,52,France,gold,5,Rio,10,2,8,5,False,Adventure,1984.6399999999999,6,1683.041904861925,148.167563141375
12515,37,Australia,gold,6,New York,2,2,6,1,False,Adventure,1022.84,6,740.3850757920004,199.30393730988624
12516,39,France,silver,7,New York,6,3,8,2,True,Relaxation,2440.62,6,2325.0074931072168,780.2528844757687
12517,47,Canada,silver,7,Cape Town,12,2,6,3,True,Relaxation,3361.792,6,1797.7256319214043,624.1565914419231
12518,71,Germany,silver,5,Cape Town,3,2,12,3,False,Adventure,788.48,5,311.36574847688166,159.79506758270117
12519,53,Australia,silver,3,Cape Town,4,3,7,4,False,Adventure,1085.28,6,633.5582704958794,100.4523023232711
12520,38,Italy,silver,5,New York,5,3,7,1,False,Adventure,2102.1,6,1851.1323443886492,445.4312119465439
12521,40,Spain,standard,6,Cairo,1,2,8,4,False,Cultural,469.72799999999995,7,460.7806161263075,82.44261342476793
12522,32,Australia,gold,7,Cape Town,9,2,7,1,False,Cultural,1799.84,8,1286.5293940155195,225.05499547418376
12523,25,USA,gold,6,Sydney,8,2,12,3,False,Cultural,2553.46,7,2206.079494375551,508.56422782481576
12524,31,France,gold,7,Cairo,12,2,12,2,False,Relaxation,2022.0479999999998,6,1919.5464434627686,288.78651054755704
12525,28,Italy,standard,3,Sydney,5,1,1,7,False,Adventure,1211.6000000000001,6,774.7149241493935,139.3826402242128
12526,49,UK,standard,6,Cape Town,2,3,6,4,True,Relaxation,1135.232,5,437.8557263200127,271.7515389042065
12527,23,UK,standard,4,Rome,4,3,6,1,True,Adventure,835.254,7,874.0572989827658,201.15543059662502
12528,59,USA,silver,3,Rome,2,5,7,3,False,Adventure,1212.3999999999999,5,903.7866693840738,106.39823778681435
12529,51,Spain,standard,1,Sydney,4,1,1,3,False,Adventure,968.5,5,372.3011268214134,143.7076491486128
12530,40,Germany,standard,3,Tokyo,6,1,8,1,False,Cultural,1932.84,5,1740.1082554695836,192.06457577660768
12531,40,Germany,standard,3,Rome,3,1,2,4,False,Relaxation,608.4,5,-4.12714429104733,263.6540459899897
12532,31,UK,standard,3,Sydney,1,1,7,2,False,Cultural,516.88,6,-154.89224999633586,53.214606480720164
12533,44,Canada,standard,6,Paris,2,3,6,14,False,Relaxation,1755.572,5,564.6268618760525,538.8054656678542
12534,56,USA,standard,0,New York,3,2,2,1,False,Relaxation,927.5175,7,466.7258262355953,209.59875630591785
12535,29,Canada,standard,1,Cairo,9,4,12,3,False,Relaxation,2052.96,6,1787.2450113323212,398.5173038163799
12536,18,USA,standard,0,Rio,8,3,2,3,False,Relaxation,1162.0800000000002,7,531.0728597150596,315.66965744776314
12537,50,USA,standard,1,Paris,2,5,2,4,False,Relaxation,1545.18,6,788.7258584562735,307.24515119743893
12538,44,UK,standard,2,Rome,3,1,8,1,False,Adventure,879.4799999999999,6,425.0459952387454,183.95502655730792
12539,23,UK,silver,2,Tokyo,4,3,2,2,False,Relaxation,1211.6000000000001,5,1028.4823378532415,264.8851687866065
12540,28,France,standard,1,Paris,1,1,12,2,False,Adventure,441.03150000000005,6,113.08063593750762,76.61546831988528
12541,27,Canada,gold,5,Paris,7,4,7,10,False,Adventure,2737.28,7,2210.4881601441357,256.8020799832399
12542,29,Germany,silver,4,Sydney,6,3,8,2,True,Adventure,2340.52,7,1854.1201751547396,265.2437578477878
12543,35,Australia,gold,7,Cairo,5,4,1,5,False,Relaxation,927.2,6,920.6127589178844,135.65739832107266
12544,36,France,standard,4,Cairo,17,5,2,2,False,Relaxation,2206.0800000000004,5,2011.4068065906133,418.94928041502317
12545,30,Canada,standard,2,Cape Town,1,1,6,1,False,Cultural,380.79999999999995,7,-40.039671147515605,115.41028501277214
12546,28,Spain,standard,1,Cairo,7,4,12,2,False,Relaxation,1496.88,5,1467.6525561768678,417.7234459237241
12547,36,USA,silver,1,Paris,5,2,8,1,False,Adventure,1952.86,5,1485.7122593229033,269.9589173293411
12548,42,Australia,gold,9,Cape Town,9,1,6,11,True,Relaxation,2458.624,7,1134.4588529496937,684.3585193440306
12549,35,Australia,standard,3,Rio,7,2,1,8,False,Adventure,1008.8000000000001,5,532.7443754658148,86.3063482288584
12550,57,Italy,gold,5,Cairo,3,4,8,8,True,Adventure,874.9439999999998,6,820.5736405606009,76.86807531137933
12551,47,Italy,silver,5,Rio,1,2,1,2,False,Adventure,295.2,6,-113.49686141394051,84.48914277053528
12552,18,France,silver,5,Cape Town,9,1,2,1,False,Cultural,1220.0,5,871.8297804149604,142.7639818051319
12553,47,Australia,silver,2,Cairo,2,3,6,4,False,Adventure,722.4,5,670.5349693183132,49.86846745298955
12554,49,France,standard,3,Cairo,6,2,8,5,True,Cultural,1151.136,5,949.4398195796236,278.7542716743404
12555,33,Australia,silver,2,Paris,5,5,12,3,False,Relaxation,2427.88,7,1992.909357453128,788.8372670353114
12556,18,France,standard,5,Rome,5,3,8,4,False,Cultural,1401.12,7,866.5493596158276,232.18560734565136
12557,40,France,gold,4,Paris,5,3,1,1,False,Relaxation,989.8200000000002,7,492.12541021706966,325.94791213099626
12558,39,Australia,standard,2,Cape Town,7,2,7,2,False,Cultural,1426.88,7,988.8332592937888,264.0732497017262
12559,23,Canada,silver,3,Cairo,1,2,7,4,False,Relaxation,453.6,6,327.6330946007693,68.23256493297974
12560,18,Italy,silver,3,Cairo,1,2,7,1,False,Relaxation,388.08000000000004,6,344.42650078707277,144.84859443599032
12561,38,UK,silver,3,Tokyo,12,1,8,1,False,Adventure,3621.8,7,3510.0641598807883,730.1572030847146
12562,36,UK,standard,0,Tokyo,12,2,8,2,False,Relaxation,3754.66,5,3642.3553701959263,688.4876338632962
12563,33,Spain,standard,5,Sydney,4,3,6,11,True,Relaxation,1652.5599999999997,5,1032.6144748478023,533.8821753597616
12564,38,USA,standard,3,Sydney,8,2,1,1,True,Adventure,1913.6000000000001,6,1508.601472986808,308.6535720829491
12565,23,Germany,standard,4,Sydney,10,3,7,2,False,Relaxation,3432.5199999999995,5,2924.0084118447194,526.492395410654
12566,33,Spain,silver,2,Sydney,7,2,2,2,True,Cultural,1647.1000000000001,5,1177.3699681990715,290.692928946153
12567,47,Canada,standard,4,Paris,2,2,7,1,True,Adventure,982.8000000000001,5,631.6799102540936,157.8513022744259
12568,34,Australia,silver,4,Cape Town,8,5,6,4,False,Cultural,2011.5199999999998,6,1402.565060901366,308.3733206929017
12569,18,UK,silver,3,New York,5,2,2,1,False,Relaxation,1341.6000000000001,5,1152.4909604139239,445.4936108552106
12570,32,USA,standard,4,Cairo,3,4,2,2,False,Adventure,752.8000000000001,5,592.3624911429459,30.523003851412867
12571,23,Australia,standard,1,Rome,3,3,2,2,False,Adventure,557.1999999999999,6,161.04314106615243,33.482996535834985
12572,44,USA,standard,3,Rio,3,3,8,17,False,Cultural,759.0240000000001,7,434.64737185073676,84.42162090791264
12573,44,Australia,standard,2,Tokyo,2,4,1,2,True,Relaxation,1367.73,7,684.3672268496244,378.4959626075463
12574,18,France,standard,1,Cairo,5,3,6,1,True,Adventure,818.496,7,822.1819206750523,20.348567189108067
12575,51,Australia,standard,3,Sydney,10,3,7,3,True,Relaxation,3176.6552999999994,7,1808.9127402516738,452.39012453953274
12576,23,UK,standard,3,Sydney,7,2,1,7,False,Relaxation,1817.4,7,1249.6719961367223,318.70509919147895
12577,63,Italy,silver,4,Sydney,11,2,2,3,False,Relaxation,3538.0800000000004,7,2183.301676374115,919.7327238042966
12578,39,UK,gold,6,Rome,3,2,1,4,False,Relaxation,690.3000000000001,8,308.99708570366124,202.04290663324048
12579,21,Italy,standard,2,Paris,3,1,1,1,False,Relaxation,718.3800000000001,6,47.21008547970837,177.76271379965905
12580,22,Australia,standard,4,Rome,4,1,2,1,False,Cultural,736.0,7,242.67554907529154,102.73899219322114
12581,45,UK,gold,5,Cairo,4,3,1,2,False,Relaxation,1030.176,8,568.9503245467906,391.33285225630027
12582,34,Spain,silver,2,New York,7,2,7,3,True,Cultural,2309.58,6,2146.9972639431257,466.1160424550792
12583,38,Canada,standard,2,Rio,11,3,6,1,True,Adventure,2027.0879999999997,5,1398.0129389540207,337.32413114813596
12584,64,Australia,standard,2,Cape Town,6,2,8,1,True,Cultural,1349.6000000000001,7,896.7548636042704,227.9714844026447
12585,29,UK,standard,6,Paris,2,2,1,2,False,Adventure,643.5,6,189.12091645747955,270.20546205495543
12586,40,USA,silver,5,Cairo,4,2,6,2,False,Adventure,996.8000000000001,5,731.7860487555379,37.23782880746691
12587,61,USA,silver,3,Cape Town,6,1,8,11,True,Adventure,1177.12,5,577.3312882218243,221.17547815040206
12588,44,USA,gold,6,Rio,2,2,8,5,False,Cultural,506.016,8,112.26603688553206,115.55110231883828
12589,18,Germany,standard,3,Tokyo,5,3,8,12,False,Cultural,1949.2199999999998,5,1579.3669912050857,283.60309537330517
12590,47,USA,gold,6,Cape Town,3,2,1,11,True,Relaxation,766.08,6,1.8823822067852234,96.12093025901146
12591,22,France,gold,5,Cairo,8,5,2,1,False,Adventure,909.72,7,954.0594338129137,48.68616165984929
12592,61,Italy,silver,1,Paris,3,2,7,10,True,Relaxation,1680.9156000000003,6,603.9124351226026,553.0086757714165
12593,27,USA,standard,3,Tokyo,2,4,12,2,False,Relaxation,1283.1,5,1115.6119109672804,330.4796685247161
12594,80,Canada,standard,5,New York,6,5,7,5,False,Relaxation,3366.4175999999998,4,2195.7165728488653,1015.0246218571548
12595,62,Canada,standard,3,Tokyo,2,3,7,4,False,Adventure,1226.6799999999998,7,1077.07594753912,210.38128649612074
12596,28,Germany,standard,4,Paris,3,3,1,3,False,Adventure,994.5,4,664.9785576523253,108.10936622861215
12597,40,Canada,silver,3,Tokyo,1,1,7,2,False,Adventure,669.76,7,431.00844130163534,16.626986053925968
12598,51,UK,silver,2,Cairo,4,2,12,1,False,Adventure,934.416,6,817.607176924974,160.52422614942043
12599,51,USA,silver,4,Rome,6,2,12,10,False,Adventure,1601.6,6,1144.8652997508275,168.0808887330704
12600,46,Italy,silver,1,Sydney,4,2,8,10,True,Relaxation,2137.772,7,1163.1779599343206,491.0088109334453
12601,58,UK,standard,0,Cairo,7,3,12,2,True,Relaxation,2088.576,5,1298.7751849828267,468.92750194712056
12602,38,Spain,silver,6,Rome,8,1,12,7,False,Cultural,1763.9999999999998,7,1110.729681257392,263.21142539434936
12603,34,Germany,silver,4,Cape Town,2,1,2,9,False,Cultural,392.0,5,-33.54207012129518,66.74895668209419
12604,34,UK,gold,6,Cairo,2,3,7,6,False,Relaxation,604.8000000000001,7,592.7204181786154,106.39849244740265
12605,52,France,standard,6,New York,4,3,12,4,False,Adventure,1641.64,6,1429.720182549269,198.63947977477537
12606,45,UK,standard,4,Cairo,8,3,1,1,True,Adventure,1175.0400000000002,5,1076.6375113175823,116.54824589860164
12607,44,UK,standard,3,Cairo,5,2,6,3,False,Cultural,1089.6480000000001,6,994.3615684447486,174.23003655108323
12608,51,France,silver,2,Tokyo,7,1,2,9,False,Cultural,1504.1000000000001,5,1292.611560815525,346.80808067181715
12609,18,Canada,silver,4,Rio,4,4,6,4,False,Relaxation,1044.288,7,589.2830716413619,326.9195500585175
12610,44,USA,standard,6,Rio,5,2,12,1,False,Adventure,1034.2079999999999,6,533.8110494058902,199.7875863548412
12611,43,France,gold,6,New York,6,3,7,6,True,Adventure,2256.8,6,2019.9307357573632,370.3191867501514
12612,65,UK,standard,4,Rio,9,1,8,1,False,Cultural,1667.68,5,1346.1698267392119,232.1785303346716
12613,18,Spain,standard,2,Paris,7,2,12,1,False,Adventure,1589.1876,7,1585.3946138996573,300.60208900325296
12614,63,Australia,silver,3,Rome,4,2,6,1,False,Relaxation,1760.0799999999997,6,610.3738353574151,458.28052541542
12615,41,USA,silver,4,Rio,3,4,1,8,True,Relaxation,908.208,6,-42.17877858739598,215.21467003605457
12616,47,USA,standard,5,New York,9,2,7,5,True,Relaxation,2779.358399999999,5,1799.9169663147384,831.6769179267468
12617,65,Australia,silver,3,Tokyo,5,2,12,2,False,Relaxation,2504.1744,5,1460.6060437828748,468.4368575160102
12618,48,Germany,gold,5,Rio,4,2,1,5,True,Adventure,718.4000000000001,7,343.9519331512072,118.22867264753161
12619,46,Germany,standard,4,Sydney,6,3,6,3,False,Adventure,2287.7400000000002,7,1817.704722491291,241.93030531856448
12620,43,Italy,standard,7,New York,4,1,6,6,False,Adventure,1301.3,6,943.0169348589839,209.5393453300219
12621,32,USA,standard,3,Tokyo,5,5,2,9,False,Cultural,1812.2,5,1476.9130040056689,452.3495076111056
12622,39,Canada,silver,2,Cape Town,7,3,6,5,False,Cultural,1656.48,5,1097.7810855391253,317.55814657346133
12623,29,France,silver,3,Rome,1,2,8,7,False,Adventure,453.59999999999997,7,42.47078748324037,-23.490052220075
12624,39,Germany,gold,5,Rio,20,2,2,2,False,Relaxation,2573.6000000000004,7,1937.0424990273088,587.6827270837751
12625,18,Germany,silver,2,Rome,4,3,7,5,True,Relaxation,1181.8799999999999,5,777.0100330825655,250.74959503523672
12626,46,UK,standard,4,Sydney,9,2,2,1,False,Cultural,2135.9,7,1511.6911379936807,227.03181672963407
12627,38,UK,gold,7,Cairo,2,3,7,2,True,Cultural,720.72,8,579.6299866142367,130.2420758911185
12628,34,Germany,standard,6,Tokyo,3,3,2,1,False,Relaxation,1036.1000000000001,6,877.1696080832949,338.9181909622957
12629,43,Canada,silver,1,Paris,4,1,8,4,False,Relaxation,1834.5599999999997,7,869.6133013143697,475.2142227431076
12630,18,UK,standard,1,Sydney,2,4,7,1,False,Adventure,945.308,8,778.713239964593,177.5434530209254
12631,68,France,gold,7,Paris,4,2,1,6,True,Adventure,802.0350000000001,8,161.71543069045708,81.64455767618541
12632,38,Italy,silver,2,Sydney,10,3,12,6,True,Adventure,3279.64,7,2867.2276032708664,294.9274090968383
12633,37,Canada,standard,5,Cairo,2,2,8,3,False,Cultural,697.76,7,694.6238895509077,160.92301449661926
12634,25,France,silver,1,Cairo,2,3,12,2,False,Cultural,734.832,6,529.793206864241,176.4451787175992
12635,40,France,gold,5,Cairo,3,2,2,4,False,Cultural,573.1200000000001,7,554.2442375296112,98.35097525450715
12636,60,USA,standard,3,Paris,4,3,6,1,True,Adventure,1759.94,5,1283.898208437748,309.0677225475095
12637,55,France,silver,3,Cape Town,12,5,12,3,False,Cultural,2593.92,5,2097.4389615913155,282.14202450900495
12638,52,France,standard,4,Rome,10,1,2,3,True,Cultural,1561.5,6,1073.4222625454813,166.20112632550695
12639,48,Italy,gold,6,Paris,9,3,7,1,False,Adventure,2941.848,6,2620.1784943910184,356.62361580035434
12640,34,Canada,gold,6,Sydney,2,1,2,7,False,Adventure,711.1,8,353.98919118947447,18.279393996547554
12641,18,UK,standard,3,Tokyo,5,1,8,1,False,Adventure,1136.408,6,1403.7782430634754,152.2804860138002
12642,36,Spain,silver,2,Rome,2,1,2,4,False,Adventure,452.7,7,58.849587205978594,48.173699195640715
12643,36,Spain,silver,5,Paris,3,3,8,1,False,Adventure,1251.432,5,887.0393432523024,126.50709267435805
12644,55,Spain,gold,5,Sydney,1,4,1,3,False,Cultural,800.8000000000001,7,381.3577940342624,18.572765245876127
12645,44,Italy,silver,2,Sydney,8,4,6,1,False,Cultural,3168.6199999999994,6,2543.1290111897674,744.5520650906606
12646,64,France,standard,2,Cairo,7,3,1,1,True,Adventure,1027.44,7,720.1002978854733,155.44156485621758
12647,57,Australia,silver,2,Tokyo,1,5,7,1,False,Adventure,1161.3419999999999,7,901.7138353409814,159.83271749842365
12648,33,Canada,standard,5,Cape Town,9,1,1,1,False,Cultural,1168.8,5,626.7064114762373,15.325138080864647
12649,18,Germany,standard,7,Rio,6,1,6,1,True,Cultural,1127.84,7,586.281597006493,84.81074820007409
12650,60,France,silver,4,Rio,1,2,8,1,True,Cultural,474.87999999999994,7,-104.82151461077268,170.83051171421613
12651,60,France,silver,1,Rome,13,2,1,1,True,Cultural,2043.9,5,1660.541477365157,444.4472982874781
12652,19,Spain,standard,2,Cairo,2,3,8,4,True,Adventure,457.9344,4,527.6666816921119,62.716098825829405
12653,62,Canada,silver,5,Paris,2,2,1,1,True,Cultural,804.7,6,123.73277104904275,150.61254584690013
12654,45,Canada,standard,4,Tokyo,3,3,7,3,True,Cultural,1446.9,6,1211.1869415767464,212.54905532929206
12655,42,Canada,standard,3,Sydney,5,2,12,7,False,Adventure,1911.0,6,1225.6803805770642,206.63580269581956
12656,64,Germany,standard,6,Rio,7,3,2,6,False,Cultural,1094.4,5,790.2334647804998,245.9199771501833
12657,60,Italy,gold,4,Cape Town,8,2,7,5,False,Adventure,1709.1200000000001,6,1142.0893148946923,287.4651180779681
12658,49,France,gold,5,New York,13,1,12,1,False,Adventure,3869.3199999999997,6,3500.479539375964,353.489530229099
12659,47,Canada,standard,3,Rome,4,4,1,2,True,Relaxation,1598.8,6,506.2234731332667,280.6382827037619
12660,49,Australia,silver,3,New York,3,1,7,2,True,Relaxation,1549.1839999999997,6,920.5249710860503,259.89807429037637
12661,33,Germany,gold,5,Paris,5,1,8,11,False,Relaxation,1618.3439999999998,7,1074.4550038505736,317.08797892567543
12662,39,Australia,silver,3,New York,5,2,7,2,False,Cultural,1852.7599999999998,6,1659.222451497883,412.30939534619296
12663,26,Spain,standard,6,Rio,4,3,1,6,False,Adventure,740.0,6,279.597080289652,91.20209696696335
12664,35,Australia,standard,4,New York,1,5,2,2,False,Cultural,1033.5,6,722.7892258427416,147.72875010791475
12665,34,Australia,standard,3,Cape Town,7,3,12,5,False,Relaxation,1584.8,7,1181.0144618647967,462.47019488893096
12666,30,Germany,standard,2,Cairo,4,2,12,3,False,Relaxation,956.5919999999999,6,773.763264894773,318.24722134354926
12667,42,UK,gold,6,Rio,4,2,2,11,False,Relaxation,991.1999999999999,7,94.09750259663133,236.0069195562852
12668,35,Germany,standard,2,Cape Town,6,3,6,1,False,Relaxation,1479.52,5,807.8860814125279,477.80793624615137
12669,47,Canada,silver,2,Tokyo,10,2,6,4,True,Cultural,3210.48,6,2878.7725064614524,618.3919768207203
12670,18,France,standard,1,Sydney,15,1,7,6,False,Cultural,4395.3,5,3810.114361909073,1111.9777693625008
12671,38,Australia,silver,3,Rome,7,2,1,1,False,Adventure,1305.0,7,785.1950459925149,336.0969784644422
12672,41,Canada,standard,1,Sydney,2,3,8,2,False,Relaxation,1620.5279999999998,6,466.8588937677139,232.37177871560112
12673,35,Italy,gold,6,Cape Town,3,3,1,2,True,Cultural,717.6,7,143.6369644826492,193.0522127597487
12674,37,Australia,standard,5,Sydney,1,5,6,8,False,Adventure,883.2915,7,428.03081747359624,161.6143425146077
12675,18,Italy,standard,1,Rome,2,2,12,10,False,Relaxation,532.035,5,224.82184489016066,199.2787426726534
12676,45,Italy,gold,5,Cape Town,7,1,12,17,True,Relaxation,1837.696,8,667.2360600063924,427.88997394849855
12677,49,Australia,standard,3,Rome,6,1,2,5,False,Adventure,1047.0,7,356.6991222711704,174.89856462077378
12678,47,France,standard,4,Tokyo,16,1,7,1,False,Adventure,4690.139999999999,6,4319.284687591633,367.96381782391114
12679,55,Canada,gold,5,Cairo,3,2,7,8,False,Relaxation,1171.2959999999998,7,707.8389387983158,283.05881935152763
12680,43,USA,silver,6,Cairo,4,5,1,1,False,Cultural,923.2,5,691.786680507035,158.9436212734553
12681,47,Australia,silver,0,New York,7,4,6,3,False,Adventure,2844.66,6,2718.449304588727,236.24067251465044
12682,42,France,standard,1,Tokyo,5,1,1,4,False,Cultural,1128.4,7,858.8565464427247,124.56854604513755
12683,50,USA,standard,4,Sydney,7,3,6,1,False,Relaxation,3760.848,6,2262.239040858445,1059.3389852323683
12684,18,Germany,silver,8,Rio,4,2,1,4,True,Cultural,757.6,6,181.55652687600502,192.67762068515177
12685,26,Australia,silver,3,Rio,2,2,2,2,False,Relaxation,509.6,5,-166.9248034548899,166.11816418435356
12686,63,Spain,standard,3,Paris,12,1,7,4,False,Relaxation,4565.761199999999,7,2567.1214086158825,955.3648543728426
12687,18,Italy,standard,6,Rio,3,1,12,4,True,Relaxation,696.64,5,102.7527665442584,125.85080921224686
12688,37,Australia,silver,4,Rome,3,4,7,1,True,Relaxation,1394.3999999999999,7,1038.5760231436275,354.95559835833
12689,57,France,silver,1,Tokyo,17,1,12,5,True,Adventure,4979.5199999999995,5,4646.942532968035,875.9794440453489
12690,38,Germany,silver,2,Paris,2,2,2,2,False,Cultural,665.73,5,138.45805346763484,74.49831652170397
12691,33,Canada,standard,1,Rome,6,2,2,1,False,Relaxation,1195.0,7,821.0493604349009,286.50934552123823
12692,41,Canada,standard,3,Tokyo,11,2,8,4,False,Adventure,3567.2000000000003,6,3447.3636837378426,345.297216557172
12693,34,USA,standard,2,Cape Town,5,1,12,3,False,Relaxation,1044.9599999999998,7,725.8968439177736,348.4990424390944
12694,40,Italy,silver,2,Cairo,13,4,7,1,True,Relaxation,2482.704,6,2226.2339535524147,630.0595797005207
12695,29,Germany,standard,0,Tokyo,2,2,8,4,True,Adventure,970.06,6,613.628594198488,159.88228374009637
12696,56,Australia,gold,7,Rio,10,2,2,1,False,Adventure,1383.2,8,1069.061920934048,179.60650228846924
12697,61,Italy,standard,3,Sydney,8,1,12,3,True,Cultural,2557.1,5,2169.615788602122,496.5611370427815
12698,37,Italy,silver,6,Cairo,2,4,2,3,False,Adventure,609.1200000000001,6,489.7120400682345,53.31974374896615
12699,19,USA,gold,5,Rio,10,3,2,3,True,Relaxation,1313.28,8,660.838295505709,326.36533807271746
12700,32,Canada,silver,3,Paris,6,2,8,8,True,Relaxation,2114.84,7,1644.8832836416052,320.5919900055839
12701,37,Australia,standard,2,Cairo,5,1,2,1,False,Cultural,765.6,5,536.4005080536961,62.716886461633095
12702,47,France,standard,3,Sydney,2,3,1,2,False,Relaxation,1190.28,5,182.46420605655783,204.28887527178767
12703,24,Canada,silver,6,New York,3,3,1,6,True,Relaxation,933.6600000000001,6,736.0314171932664,208.57913364313828
12704,28,USA,silver,0,Paris,21,4,2,3,False,Cultural,4664.400000000001,5,4294.019716332928,810.9651412255355
12705,47,Canada,standard,3,Rome,8,1,12,5,False,Cultural,1947.3999999999999,6,1506.0334473495968,302.12698359450377
12706,54,France,standard,2,Cairo,11,2,12,13,False,Adventure,1894.0320000000002,6,1519.31350650722,267.62815175379205
12707,30,Spain,standard,0,Rio,17,3,2,6,False,Cultural,2368.0,7,2061.2490641005907,390.0121194831935
